2023-11-09 at 15:57:57 | INFO | Creating the Mismatch Database
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 11840	12292	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 12203	12670	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 12592	13054	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 12985	13451	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 13366	13833	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 13696	14141	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 14040	14496	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 14420	14884	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 14811	15269	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 15123	15590	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 15505	15972	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 15887	16345	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 16256	16718	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 16599	17052	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 16975	17402	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 17322	17785	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 17650	18111	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 18012	18467	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 18369	18835	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 18690	19159	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 19045	19512	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 19392	19863	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 19710	20171	1
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 20023	20473	2
2023-11-09 at 15:59:42 | INFO | Added overlapping amplicon for MERS_Cov_all: 20374	20837	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 20694	21149	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 21038	21509	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 21405	21864	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 21784	22246	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 22166	22627	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 22506	22947	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 22797	23247	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 23137	23595	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 23292	23734	2
2023-11-09 at 15:59:43 | INFO | Added walking amplicon for MERS_Cov_all: 24308	24775	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 24702	25161	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 25045	25490	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 25297	25760	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 25636	26100	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 25862	26328	1
2023-11-09 at 15:59:43 | INFO | Added walking amplicon for MERS_Cov_all: 27692	28154	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 28082	28514	2
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 28375	28843	1
2023-11-09 at 15:59:43 | INFO | Added overlapping amplicon for MERS_Cov_all: 28675	29143	2
2023-11-09 at 15:59:44 | INFO | Added overlapping amplicon for MERS_Cov_all: 29055	29520	1
2023-11-09 at 15:59:44 | INFO | Added overlapping amplicon for MERS_Cov_all: 29444	29902	2
2023-11-09 at 15:59:44 | INFO | Added overlapping amplicon for MERS_Cov_all: 29558	30002	1
2023-11-09 at 15:59:44 | INFO | Writting output files
2023-11-09 at 16:00:28 | INFO | Creating the Mismatch Database
2023-11-09 at 16:00:47 | INFO | Created: /Users/kentcg/schemes/mers/mers-400/work/mismatch.db
2023-11-09 at 16:00:48 | INFO | Read in MSA: MERS_Cov_all	seqs:308	cols:30125
2023-11-09 at 16:01:59 | INFO | MERS_Cov_all: digested to 16645 FKmers and 16037 RKmers
2023-11-09 at 16:02:17 | INFO | MERS_Cov_all: Generated 708821 possible amplicons
2023-11-09 at 16:02:17 | INFO | Added first amplicon for MERS_Cov_all: 79	530	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 445	906	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 843	1310	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 1226	1684	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 1609	2073	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 1989	2450	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 2363	2828	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 2739	3203	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 3114	3562	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 3493	3957	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 3852	4323	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 4157	4617	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 4528	4993	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 4910	5374	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 5301	5773	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 5677	6139	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 5984	6449	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 6338	6800	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 6708	7170	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 7083	7543	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 7442	7912	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 7835	8301	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 8218	8692	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 8590	9049	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 8931	9394	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 9301	9769	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 9670	10132	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 10015	10479	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 10409	10871	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 10783	11227	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 11119	11590	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 11510	11969	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 11886	12339	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 12261	12726	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 12651	13114	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 13027	13490	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 13399	13866	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 13784	14258	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 14133	14604	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 14522	14970	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 14869	15336	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 15238	15690	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 15595	16050	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 15962	16430	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 16350	16812	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 16714	17161	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 17022	17495	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 17417	17884	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 17773	18238	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 18168	18631	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 18544	19015	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 18910	19377	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 19296	19760	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 19611	20079	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 19964	20426	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 20357	20821	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 20717	21183	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 21080	21530	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 21436	21903	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 21791	22246	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 22157	22625	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 22517	22983	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 22897	23333	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 23255	23684	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 23614	24076	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 23964	24430	2
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 24339	24801	1
2023-11-09 at 16:02:17 | INFO | Added overlapping amplicon for MERS_Cov_all: 24698	25161	2
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 25083	25539	1
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 25426	25894	2
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 25808	26274	1
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 26200	26661	2
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 26583	27049	1
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 26973	27438	2
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 27361	27825	1
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 27742	28210	2
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 28058	28514	1
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 28427	28879	2
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 28804	29268	1
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 29178	29647	2
2023-11-09 at 16:02:18 | INFO | Added overlapping amplicon for MERS_Cov_all: 29539	30004	1
2023-11-09 at 16:02:18 | INFO | Writting output files
