2024-02-28 at 17:47:31 | INFO | Creating the Mismatch Database
2024-02-28 at 17:47:53 | DEBUG | FKmer: 131: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 132: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 133: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 134: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 135	DimerFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 136: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 137: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 138: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 139: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 140: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 141: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 142: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 143	DimerFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 144: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 145	DimerFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 146: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 147: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 148: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 149: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 150: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 151: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 152: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 153: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 154: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 155: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 156: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 157: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 158: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 159: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 160: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 161: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 162	LowGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 163	LowGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 164: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 165: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 166: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 167: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 168: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 169: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 170	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 171	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 172	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 173	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 174	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 175	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 176	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 177	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 178	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 179	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 180	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 181: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 182	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 183	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 184	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 185	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 186	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 187	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 188	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 189	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 190	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 191	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 192	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 193	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 194	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 195: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 196	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 197	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 198	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 199	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 200	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 201	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 202	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 203	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 204	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 205	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 206	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 207	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 208	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 209	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 210	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 211	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 212	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 213	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 214	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 215	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 216	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 217	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 218	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 219	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 220	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 221	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 222	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 223	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 224	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 225	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 226	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 227	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 228	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 229	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 230	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 231	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 232: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 233	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 234	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 235	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 236	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 237	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 238	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 239	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 240	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 241	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 242	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 243	GapOnSetBase
2024-02-28 at 17:47:53 | DEBUG | FKmer: 244	GapOnSetBase
2024-02-28 at 17:47:53 | DEBUG | FKmer: 245	GapOnSetBase
2024-02-28 at 17:47:53 | DEBUG | FKmer: 246	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 247	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 248	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 249	DimerFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 250	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 251	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 252	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 253	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 254	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 255	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 256	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 257	GapOnSetBase
2024-02-28 at 17:47:53 | DEBUG | FKmer: 258	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 259	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 260	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 261	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 262	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 263	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 264	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 265	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 266	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 267	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 268	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 269	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 270	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 271	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 272	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 273	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 274	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 275	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 276	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 277	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 278	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 279	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 280	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 281	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 282	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 283	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 284	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 285	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 286	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 287	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 288	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 289	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 290	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 291	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 292	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 293	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 294	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 295	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 296	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 297	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 298	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 299	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 300	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 301	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 302	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 303	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 304	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 305	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 306	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 307	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 308: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 309: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 310: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 311: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 312: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 313: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 314: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 315: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 316: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 317: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 318: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 319: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 320: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 321: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 322: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 323: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 324: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 325: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 326	DimerFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 327: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 328: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 329	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 330	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 331	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 332	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 333	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 334	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 335	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 336	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 337	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 338	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 339	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 340	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 341	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 342	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 343	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 344	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 345	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 346	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 347	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 348	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 349	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 350	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 351	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 352	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 353	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 354	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 355	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 356	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 357	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 358	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 359	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 360	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 361: AllPass
2024-02-28 at 17:47:53 | DEBUG | FKmer: 362	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 363	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 364	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 365	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 366	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 367	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 368	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 369	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 370	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 371	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 372	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 373	HairpinFail
2024-02-28 at 17:47:53 | DEBUG | FKmer: 374	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 375	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 376	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 377	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 378	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 379	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 380	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 381	HighTM
2024-02-28 at 17:47:53 | DEBUG | FKmer: 382	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 383	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 384	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 385	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 386	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 387	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 388	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 389	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 390	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 391	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 392	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 393	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 394	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 395	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 396	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 397	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 398	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 399	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 400	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 401	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 402	HighGC
2024-02-28 at 17:47:53 | DEBUG | FKmer: 403	HighGC
